userName,score,at,content,type
Nadya Zaira S.,5,2/22/2024 23:01,"ini game sesempurna itu woe😋😋😋 klenn juga hrs cobainn yya walau hrs nampung 18GB tpi jujur dri segi grafik ini ud trmasuk ultra menurut w,kendala jaringan tlg di benerin lg yya developer suka kluar sndiri wkt lgi lawan musuh nyaa [cry]🥲🥲🥲",Positif
Bakmie Akian,1,2/7/2024 14:13,Game suka force close sendiri padahal perang saya sangat bagus dan optimal Perangkat yg saya gunakan samsung s23FE tapi suka force close sendiri Rusak nih game,Negatif
Sept Rabbit,5,3/11/2024 0:22,"Game yang sangat bagus, yaaa walau agak patah patah kalau main (burik) karena HP kentang, tapi tetap bagus😎",Positif
Vinsensius Martin,2,12/30/2023 15:09,"Dear developer. Tolong perbaiki kemampuan game dalam menangkap sinyal internet. Saya merasa terganggu dengan hal ini. Sinyal wifi saya full kenceng, tapi game nya suka putus nyambung putus nyambung jaringan internet nya terus. PENGALAMAN BERMAIN -50 POIN!!! PERBAIKI SEKARANG!!!!!",Negatif
Windriyani Wiwi,2,12/26/2023 22:46,Size dari game semakin besar sedangkan dari story belum ada kemajuan di mohon untuk meng update bagian story jujur sudah muak dengan adanya karakter baru sedangkan story tidak berjalan dan untuk masalah gacha yg sangat sulit saya selalu mendapatkan karakter yg sudah saya miliki,Negatif
Aldo Studio,3,12/28/2023 2:52,"story ruan mei kok susah buat di selesain ya? saya sih sempet pensi di patch 1.3 dan sekarang baru comeback.. adain fitur turun level trailblazer dong / bisa main bareng sama temen / turunkan tingkat kesulitan... saya main ini karena storynya bro.. kalo story aja susah buat di selesain kan berarti harus farm.. dan itu butuh waktu lama, dan jujur saya sudah capek farm2 terus di game sebelah..",Netral
Mordred Pendragon,3,1/11/2024 12:00,"Walaupun SU buat path-nya op tetep aj char harus jadi dlu, tapi tetap aj klo ga hoki bisa Rungkat 10x coba pun tetep ga bisa tembus trus terkadang musuhnya darah nya ga ngotak tebalnya, ya semua itu balance si dengan path nya yg menawarkan buff yg signifikan tapi tetep aj kesel gw itu buff dh sekebon pun demeg paling tinggi nya sekitar 50k doang kn Aswu dan semoga saja untuk ke depannya gamenya selalu menjadi game terbaik",Netral
Arda,5,1/16/2024 7:30,"Dari segi gamepaly, desain menu shortcut tampilan nya ok, alur nya juga suka dapat stellar jade banyak cuman harus sabar dan even hadiah double untuk farming juga sering muncul.. So nice lah",Positif
Nadia YW,5,1/16/2024 4:58,"Suka banget sama game nya, dari segi visual, grafis, dan cerita bener bener bagus dan bisa dinikmatin jadi enjoy mainnya. Walaupun waktu awal buka game nya agak lama loadingnya padahal sinyal nya bagus, atau mungkin cuma di HP ku aja(?). Overall bagus sih gamenya, ga sabar nunggu update an selanjutnya hehe",Positif
Bobo Satrio Wardigo,5,2/4/2024 12:12,"Ak suka, cuma kalau sudah end game rada suntuk/bosan, apalagi kalau sudah jadi buildnya, oleh karena itu saya berharap kedepannya dibuat event yang banyak dan bikin menarik perhatian, sehingga player"" old dari obt (seperti saya) tidak suntuk/bosan, jujur saya dulu sering banget main HSR di laptop, karena sudah end game jadi malas on laptop, larinya ke hp terus, dan itupun jarang login karena bbrpa faktor diatas, semoga ulasan saya dibaca Dev, terimakasih 🙏",Positif
Raihan Nugroho,3,1/8/2024 12:21,"Masih ada beberapa bug,Saat mau login Lag/patah2 tapi kalau ada data cache jadi lancar,terus semenjak buat akun baru pas masuk game lag,tolong perbaiki bug detail latar tempat yg tidak terender dengan baik.",Netral
Nazrin Ar,5,1/16/2024 14:24,"suka semua dari game ini, termasuk grafik, desighn, game playnya dan alurnya juga. pas kita mau nyelesain misi bisa dapet achievment atau hadiah. buruan di download bagi yang suka game seperti ini",Positif
Laurencia Renata,5,1/17/2024 9:06,"Suka banget sama gamenya!!🥰 Alurnya menarik dan lengkap, gameplay-nya bagus, karakternya juga bagus, grafisnya sangat memanjakan mata😍 eventnya juga banyak. Overall baik sih, keren gamenya👍🏻",Positif
Gymnastyar Ghenfira』,5,12/27/2023 8:25,"Aku suka dengan gamenya, mulai dari alur cerita, gameplay, character nya dan yang lain bagus. Saran tambahan, saat scene percakapan akan lebih baik tubuhnya itu luwes seperti manusia umumnya, tidak kaku kayak robot. Biar suasananya bagus dan menarik, seperti kalo mau balik badan itu smooth balik badan seperti orang pd umumnya. Ok",Positif
Shiro game,3,12/27/2023 1:21,"Tolong perbaiki masalah tentang sebagian player mengalami crash atau lagh saat ada adegan cut scene story. Saya berharap pihak developer untuk segera mengatasi kendala tersebut, terima kasih~",Netral
A L,1,1/21/2024 8:47,"Gamenya bagus grafik dan desain karakternya juga bagus.. cuma kenapa waktu saya login ke game selalu ngecrash, force close dll. Padahal grafiknya semua sudah paling rendah.. mohon bantuan developernya..",Negatif
Ichsan Kumoro W.,5,12/27/2023 11:52,"Gw menemukan sesuatu yg baru setelah move on dari priconne, lore baru, eksplorasi baru, cerita baru, dll. Optimalisasi buat hp mid lumayan ngebantu dalam kelancaran game yg bikin seamless. Nice hoyoverse!",Positif
Andyka Saputra,5,2/3/2024 2:34,Tolong diperbaiki lah ini keretanya jadi gak ada lampunya doang yang kelihatan apalagi pada didalam game bangunannya tembus pandang yang bisa dilihat cuma rumput doang...tolong diperbaiki dong kalau udah saya balikin lagi bintang 5..... Saya naikin b5 karena sudah ganti device hehe,Positif
•Aurelmende•,5,1/25/2024 12:29,"Game nya bagus, menarik, ga bikin bosan sama hadiah nya banyak. Game fav aku sejauh ini. Gameplaynya seru banget buat dimainin, desain karakter nya juga bagus bagus semua apalagi story nya...menarik dn menambah perhatian banyak orang, pokonya keren gamenya👍",Positif
Muhammad reival putra suryanto,4,1/24/2024 12:50,"Haloo, awal perilisan tempat nya masih terdapat background kereta nya namun setelah update beberapa objek seperti kereta menjadi transparan semoga cepat di perbaiki yaa agak kesusahan kalo buat liat map nabrak",Positif
Chantika Shany,4,12/31/2023 14:51,"Wangy Edit : lupa hehe ak turunin dlu ke bintang 4 soalnya itu gk tau device ku atau emang dr sana tp kenapa air di game ini, di hp saya warna hitam? Kek hitam dan objek sekitarnya agak blur gt gk nyaman liat nya udh dr 3 updat belum di fix...",Positif
Muhammad Fiqran Din Nur Taslim,4,12/28/2023 0:42,"Gamenya bagus, dari segi grafik mau pun suarax dah sesuai dgn desain karakterx. Farming juga mdah, bisa smbil krja pekrjaan jdi lebh gampang. Semga bisa lebih ditingkatkan kdpanx dlm variasi menux atau tambahkan fitur PVP juga boleh.",Positif
Deni Adi Wijaksana,3,2/20/2024 6:44,masih agak frame saat awal awal login. Dan juga kadang nge crash saat ingin memasuki battle,Netral
Qwonk Vin,5,1/16/2024 5:36,"Gamenya seru, alurnya ok ditambah grafis mantap. yang paling kusuka dapat stellar Jade banyak buat harus sabar sabar,, so overall tidak sulit untuk di selesai kan.",Positif
Rio Fajar,5,1/1/2024 15:43,"Gw suka game ini karena game ini turn base. Sistem gacha nya masih fun lah buat gw yang f2p. Dari segi story juga lama lama bagus kok. Dan untuk eventnya aj nih yang agak gimana gitu yak, susah cok tapi masih fun buat diikutin",Positif
Rizqiani Nabila,5,1/16/2024 10:09,"Overall suka banget sama semua yang ada di game ini, bener bener takjub sebagus itu, karakter yang cakep cakep, gameplay yang gampang dan seru banget, baru nemu game adventure yang ga bikin bosen sama sekali, keren abis pokoknya",Positif
Mainship,5,12/27/2023 9:35,"Saya sudah sangat puas banget dari game honkai impact 3 sampe honkai star rail yg saya main ceritanya sangat bagus sampai saya speedrun demi liat storynya doang. Saran untuk developer nya tambahin fitur sweep buat farming tolong banget ini mah, kadang saya sampai ketiduran nungguin selesai buat farming nya walau kemungkinan nya kecil bakal di tambahin, tapi tolong banget hoyo ini bantu banget fitur. Semoydi liat",Positif
Fafornove Attack!!,3,12/27/2023 6:38,"Semua bagus Tapi dipertanyakan sistem gachannya.. setiap gacha selalu hard pity di angka 75-85, walaupun dapat apa yg di mau.. sedangkan banyak akun yg bisa dapat B5 di pity rendah bahkan berdekatan hingga 2 sampai 3 kali, apa harus selalu top up? Akun saya juga top up. Apa harus di server khusus? Atau harus di tipe ponsel khusus.. pasti ada perhitungannya Saya coba buat 3 akun lain tapi tetap mendapatkan pity yg tinggi paling rendah di pity ke 63",Netral
Vin Rise,4,1/5/2024 13:50,"Sedikit rekomendasi, hp saya punya sistem pendeteksi panas yang akan langsung mematikan seluruh apk saat suhu mencapai 50°c dan ini sering terjadi pas sedang mengerjakan SU, nah saya harap pas force close, technique point kita tetap ada saat di dalam SU karena itu sangat berpengaruh saat akan melakukan battle, apalagi kita ga bisa menggunakan item food untuk mengisi technique point kita lagi di SU",Positif
HALWIN craft,5,1/3/2024 7:31,"Best turn base game di android, untuk storynya lumayan bagus ,sama wareg bansos juga untuk gameplay nya oke punya, tapi kalo bisa di optimalkan lagi untuk device yang kurang mumpuni biar tetap lancar saat bermain",Positif
I Dewa Gede Cahaya Darma Putra,5,2/5/2024 23:17,"Dear hoyoverse, Sejauh ini honkai star rail sudah sangat optimal bagi saya, namun tolong untuk droprate relic ditingkatkan lagi, agar mempermudah para player dalam farming relic dan efisiensi waktu farming. Terimakasih",Positif
Anggaraksa RC,5,2/4/2024 16:11,"Pas baca review kaget loh banyak yang komplain musuh susah. I mean, your playing turn based game dude. Bikin strategi lah, build karakter, farm relic, sama meluangkan waktu. Kalo ngak bisa ngalahin musuh/bos ya coba lagi aja lah sampe bisa dan bukan memberikan rate bintang 1. Review ku: • Gamenya mudah dipelajari kalo mau belajar. • Gacha ku ngak ku masukin ke review karena itu bukan karena gamenya tapi karena KEBERUNTUNGAN. • Ngak ada masalah susah login spek hp: Poco M5s, CPU:MTK G95 Ram 8G",Positif
hei caca,5,1/16/2024 5:23,"Overall game ini bagus banget, dari segi gameplay nya, event sama gift nya. alur cerita nya juga oke banget, dan paling seneng kalo dapet gift nya stellar jade 💞💞. semoga game ini kedepannya semakin bagus. untuk caracter nya juga bagus bagus apalagi kalo build nya tepat dan di tim yang tepat 👍🏻✨",Positif
M Rizaldi,5,2/4/2024 9:10,"Bagus banget story dan gameplay nya. Dan yg terpenting tidak pay2win. Ramah dikantong juga, per bulan cukup beli battlepass dan subs ESP. Ga usah topup lagi. Gacha nya juga ramah 2x10 pull udah dapet bintang 5.",Positif
Joko Joki,5,12/27/2023 1:58,bug on 1.5 version di bagian misi ramuan racun keabadian. di bagian modul komputasi. setelah menyelesaikan misi pengulangan 500 naksah yang diulang. mengalami bug. dan misi modul komputasi tidak dapat diselesaikan. platform circrut menjadi gambar datar/2 dimensi. snapdragon 865. ram 8 bug fixed. update soon,Positif
Naila Azzahra,4,2/4/2024 21:48,"gameplay sangat memuaskan, tetapi hal yang saya sayangkan adalah beberapa new karakter limited banner yang dmgnya tidak bisa menyaingi dmg karakter lama, bahkan artifak op tidak bisa membantu sama sekali (uhuk Topaz)",Positif
Marcel,1,12/26/2023 20:57,"Mau story aja lawannya susah banget. Sampe ngulang berkali2 mau upgrade karakter susahnya setengah mati, gak kaya genshin impact yang ramah buat pemula. Game terburuk yang pernah gw mainin 👎👎",Negatif
Onya Zaychik,5,12/27/2023 2:53,"Kepada pihak hoyoverse....,saya mohon agar cutscene bisa di fix dari frame....,saya main lancar lancar saja,tetapi di saat ada cutscene itu suaranya patah patah.....,saya mohon pihak hoyoverse,segera perbaiki masalah ini....🙏",Positif
Amelia Can,5,1/16/2024 13:23,"Gamenya bagus banget, grafiknya okelah, buat segi gameplay, event, dan bonusnya cukup menarik perhatian. Bolehlah buat nemenin main hari-hari kalau lagi bosen, soalnya game ini gak bosenin.",Positif
Aydam Syam,2,12/31/2023 9:08,Dev hoyoverse tolong dong kalau main honkai star rail sering banget tanah nya hilang dan juga keluar sendiri apalagi hp processor helioG35 octa core gak nyaman jadi nya kalau main . Mohon di perbaiki untuk update selanjutnya agar hp yang processor helioG35 octa core bisa main honkai: star rail,Negatif
Bu Sholeha,2,1/14/2024 6:09,"Suka sama story nya, tapi kenapa sering black screen? Saya bisa 7x login sehari gara gara ini, bahkan saat saya masih main genshin impact nggak separah ini, padahak saya rela hapus genshin demi game ini, ternyata agak mengecewakan ya. Semoga segera di perbaiki.",Negatif
Aji Saputra,5,12/26/2023 7:15,Tolong ini game udah bagus banget. Tinggal tambahin aja fitur lompat nya😭 biar bisa lompat sana sini engga perlu muter dulu😭 Adain dong bertarung tapi engga bergantian gitu Adain juga biar bisa lawan temen atau org random ayolah ayolah buatin itu semua biar tambah seru nantinya😭,Positif
Mukolis Nur mukolis,5,1/18/2024 16:09,Game RPG yang keren graphicnya dan juga asik. Bisa ketemu banyak orang baru dan main bareng. Registrasinya juga gampang lagi. Yuk buruan coba,Positif
Aldila Samapta,4,12/28/2023 11:51,"Game bagus, story menarik, turn base rpg genre yang menarik. Gacha terlalu susah untuk f2p, karakter bagus sulit didapat, stuck di level level tertentu.",Positif
Cindy Oktarina,5,1/16/2024 5:12,"Game ini menarik sekali, baik segi grafik dan pembelian itemnya mudah. Semoga makin di tingkatkan lagi kedepannya biar makin keren, sukses selalu.",Positif
Sahrun Nizar,5,1/29/2024 10:28,"tolong dong mihoyo, pas bagian mau adegan dialog malah ngebug, layarnya jadi kedap kedip warna hitam, tapi suara mah tetep berjalan, tolong dong mihoyo ini meresahkan buat saya yang lagi nyelesain quest",Positif
Zall Risky,5,1/16/2024 10:40,"Gamenya bagus dan seru dari segi gameplay nya enak, desain karakter juga memuaskan, grafiknya oke lahh apalagi storynya cakep banget ga kecewa download nyaa",Positif
Naura Ekadiftia,3,12/29/2023 1:09,Game ini bagus grafik nya memanjakan mata tetapi hari ini saya tidak bisa memainkan honkai dan saya malah disuruh login kira2 itu kenapa?? Padahal jaringan sy 5G tolong segera diperbaiki,Netral
Ghaisan Anendra,4,1/3/2024 14:34,"Ini game sih bagus, grafik yang oke dengan gameplay standard serta event atau hal lain seperti free premium star rail pass sangat membantu player pemula untuk memulai petualangan di honkai star rail ini memang pas untuk kalian yg mau nyoba game rpg tapi tidak serius banget kaya genshin, game inu cocok sih",Positif
Oka. H.D,5,1/23/2024 10:17,"game raja, yg selalu menemaniku ketika aku sedang jenuh. dan game ini salah game yg membuatku tetapi. terlepas dari semua itu, berubah karena game ini yg telah membuatku mempunyai teman yg sefrekuensi. terima kasih hoyoverse telah membuat yg selalu ada ketika aku sedang dalam masalah. salam dari fans emyu",Positif
Ryan Alvi ali,4,1/13/2024 0:22,Asik. Tapi ada beberapa bug saat berbicara dengan NPC atau saat misi. Semoga di perbaiki bug.nya masa relog mulu,Positif
Wings Filix,5,12/27/2023 8:14,Gamenya udh bagus dari segi grafik tp tolong lah kadang ngecash sendiri gk tahu kenapa tiba-tiba gitu sama misinya di perbanyak lagi biar pas eventnya udh selesai gk cepat bosen mainnya,Positif
Safitri Saraswati,5,12/30/2023 3:01,"overall semuanya bagus banget tapi saya punya masalah, solusi dari masalah sudah di berikan yaitu peringatan sebelum masuk ke game namun saya tetap ingin memainkan game ini, jika saja ada solusi lain, saya minta sekali ke pihak Hoyoverse untuk memberikan nya, saya sangat ingin memainkan game ini lebih lama tanpa mengalami gejala gejala yang menganggu, itu saja 🙏🙏",Positif
Efreyansyah,5,12/26/2023 4:46,"Game nya sudah bagus,tapi mohon untuk scene nya diperbaiki lagi supaya tidak lag patah patah, overall bagus tpi mohon itu segera diperbaiki supaya kita bisa menikmati story nya",Positif
Natasya ___25,5,12/27/2023 0:32,"Sangat suka sekali dengan game nya, selalu memperhatikan hal-hal yang kurang dalam game. Kadang aga membosankan denga style game nya, tetapi masih seru kok dengan cerita nya tidak terduga.",Positif
Gusti Habil,5,12/26/2023 23:43,Mantap rata rata Fiturnya udh makin bagus cuman Klo bisa itu Auto Battle Untk abudance bisa di Setting lebih fokus ke kisaran berapa biar lebih enak. Susah. Juga Lagi auto Battle make Blade niat Ngepasin Hp kena Auto heal,Positif
Asher Vi,5,1/16/2024 6:26,"Grafis di gamenya mantap, alurnya juga keren yang paling suka dapat stellar jade banyak, bisa build karakter tanpa nunggu serta even hadiah double untuk farming juga sering overall ok",Positif
Avril,2,12/28/2023 21:45,"Halo developer,saya ada Keluhan, saya belum memainkan game nya tersebut,tapi saya ada kekuhan,yaitu keluhan tentang download data, saya sudah mendownload sebanyak 1.13 GB, lalu saat itu saya keluar dari app honkai ini untuk sesaat,bahkan disaat yang bersamaan saat itu saya mengupdate app ini,tapi tidak ada pengulangan unduh data,lalu saya keluar dari app tersebut untuk memeriksa chat obrolan,lalu masuk kembali,saya kaget,ketika ingin melanjutkan pengunduhan, ternyata harus mengulang kembali..",Negatif
L U C K Y G A M I N G,5,2/3/2024 14:49,"Game Nya bagus Walaupun turn base Tapi ceritanya,mapnya,dikemas dengan rapi apalagi (Bansosnya)Tapi Ada keluhan Untuk HOYOVERSE untuk update jangan besar besar bikin memakan memori Hp kentang saya menangis, dan kali masuk gamenya lama banget apalagi pas awal awal ngelegnya bukan maen,tapi pas di in game gak gitu ngeleg sih,Saya kasih bintang ⭐⭐⭐⭐⭐ Kenapa?Karna Bansosnya gacor Terimakasih game baik semoga terus berkembang dan bisa memberi Bansos Yang lebih Gacor.....",Positif
Ramadeya Pandya,3,12/28/2023 20:54,"Tidak bisa login semenjak bermain di misi stagnan / tiba-tiba force close. Saat dicoba login kembali, tetap saja tidak bisa login. Help...!!",Netral
zuri lynkz,2,2/5/2024 4:54,Kaga bisa di skip .. Ngebosanin+pada lama lagi dialog nya.. kurang suka yg banyak cincong tapi ga bisa di skip.. kalo mau nikmatin alur mnding nonton film,Negatif
Alex Candra,5,2/5/2024 22:38,"Gamemya sangat santai, dengan adanya fitur fitur seperti cadangan trailblazepower sangat membantu saat pemain saat tidak dapat Login ke dalam game.",Positif
Bl4nk 06,5,2/4/2024 6:13,"Gameplay mudah, hadiah banyak, ga perlu grind terlalu lama jadinya lumayan hemat waktu, semoga kedepannya tetap seperti ini👍",Positif
Kelvin Mahesa sanjaya,5,1/1/2024 8:32,"Alasan gamenya bisa bikin kejang kejang sebenernya kumbang kumbang itu, masa yang kecilnya bisa summon terus kalo yg gede mah normal kalo bisa gitu, gua udah berapa menit nyoba ngalahin tetep aja disummon terus padahal cuma yang kecil bukan boss kok bisa summon unlimited harusnya batasin lah untung gua ga kejang kejang beneran",Positif
liachanofcx lia,5,12/27/2023 5:23,"Untuk keseluruhan gamenya bagus dari alur cerita, gameplay, event-event yang menarik dll, saya sangat suka dengan game petualangan, semoga seterusnya game ini tetap seperti ini, sukses terus untuk game honkai star rail",Positif
Arfi,5,1/9/2024 13:30,"Setidaknya game ini lebih baik dari kakaknya Genshin, dan fendom nya juga masih lebih bersih daripada kakaknya Genshin, aku menyukai game inik karena lebih simpel dan tidak seribet genshin ataupun honkai yang sudah terlebih dulu ada, soal hadiah juga lebih baik walau gacha tetap ampas. Sekian dan terimakasih.",Positif
Valentino,1,12/30/2023 9:09,"Masih terdapat banyak bug,pemakaian jangka singkat saja baterai terbilang sangat boros,perangkat ponsel juga cepat overheat.harapannya untuk cepat di perbaiki permasalahan tersebut,jgn berpusat pada update gacha saja.terimakasih",Negatif
Rasyid And,4,3/9/2024 3:03,"Mau masuk kok eror terus ya, padahal login genshin aman lancar jaya, kok hsr eror terus, sehabis update jadi sering gini",Positif
Zura Sell,1,1/30/2024 8:41,"Hello? maaf sebelumnya, kenapa saya tidak bisa login ya? sudah daftar + jaringan lancar banget, tetap saja gagal masuk dalam game. Loadingnya 1,8% terus, sudah saya refresh tetap saja gagal masuk game. Padahal sepertinya game nya bagus+menarik+grafik nya luar biasa. Tetapi saya tidak bisa login???",Negatif
ADIT ALL HD,5,3/18/2024 9:39,Game ini sangat berbeda dengan game game sebelumnya yang mana game ini bertipe trun base yang sangat mengasyikkan sebelum nya Saya kurang suka dengan game trun base berkat game ini saya mulai menyukai game bertipe turn base,Positif
Yuke indra kristanto,1,1/25/2024 1:48,"Butuh penyimpanan gede, 12GB!!!! Main Misi lama selesainya, berbelit-belit, hadiahnya sedikit, Eventnya sedikit..summon dapat karakter bintang 5 hampir mustahil dapatnya, rate gachanya ancur!!! GAME MEMBOSANKAN, GAMEPLAY JELEK, MISI/EVENT BERBELIT!!!!",Negatif
Mareta Sindy,5,2/28/2024 12:47,Bagus tapi kalau pakai wifi agak susah karena harus pakai kuota tapi bagus banget game nya aku reting 5 bintang 😁,Positif
Muhammad Travis,4,1/25/2024 10:03,Game nya seru banget dan menarik Jalan cerita nya pun seru² Tapi sedikit ada bug seperti tiba tiba keluar sendiri padahal ruang penyimpanan masih besar semangat bikin game game yang lebih menarik Saya punya nama bagus jika membuat game lagi yaitu Honkai : Universe stars,Positif
Sino,5,12/28/2023 13:29,"terimakasih game baik, developer baik, staff baik, dan pengurus yang baik, saya sudah mendapatkan banyak karakter bintang 5 bahkan mendapatkan duplikat bintang 5 serta memenangkan peluang 50/50 secara berkala, saya sangat senang karena sudah menjadi game terbaik",Positif
Oji San,1,1/18/2024 15:06,makin ke sini makin berat aja. Frame drop sih masih bisa dimaklumi. Tapi kalau sudah sering force close ya mungkin emang developernya nyuruh upgrade device/pensi dini. Masih mending kakaknya (genshin) masih bisa dimainin di device ku,Negatif
Mr Galactical,4,1/15/2024 9:32,"Saya kurang menyukai animasi login karena sangat ngelag, saya harap bisa dikurangi efek atau grafik animasi login nya.",Positif
Aisyah Al fadilah,5,2/7/2024 12:17,"gamenya bagus dari segi grafik, character & ceritanya, tapi tolong adain fitur mabar kaya sebelah dong",Positif
Ade Miharja,4,3/9/2024 1:04,"Saya tidak bisa login, saya sudah mencoba banyak tutorial namun saya tetap tidak bisa login hsr,mohon di perbaiki",Positif
Faris Azhar,5,3/19/2024 8:02,Gamenya bagus dan sangat menebak karena saya juga suka sama turn base open world seperti ini. Terima kasih game baik😁,Positif
daniel 7456,4,3/11/2024 11:40,Game nya lumayan bagus tapi kadang mbosenin sama jengkelin gara gara percakapan npc yg terlalu lama dan musuh yang sedikit wusan,Positif
DECADE 28 (Kmed),2,3/4/2024 14:31,90% bacot2 10% Action....sayang dr awal rilis gak ada skip dialog...terlalu panjang dialognya,Negatif
Yama Nich,5,3/17/2024 22:33,"Gamenya bgs sih dari segi grafik character sama story, cuman yg bikin bosen itu gamplaynya",Positif
Amira Nizza Nur Sahara,5,3/17/2024 2:39,"Game nya bagus,grafiknya juga keren (ditambah lagi karakternya yang cakep²)",Positif
Akmal Udin,1,3/15/2024 9:22,Padahal udah download data lima GB eh malah di suruh download data lagi sampe lama banget empat belas GB banyak banget ini mah mainnya kapan,Negatif
Kayla Divanara,4,3/22/2024 4:45,Game ini bagus grafiknya juga keren tapi kenapa ya pas mau main lagi keluar sendiri :(,Positif
RDP1986,1,3/3/2024 3:33,Tolong in ada bug pas lagi enqk enak main tiba tiba gamenya frezee sendiri gak aku mau diapain tolong diperbaiki mihoyo tolol,Negatif
Ahmad Nur Fauzan,1,3/3/2024 3:52,Tolong di benerin untuk event terbaru karena saat di battle sering ngestuck untuk gamenya,Negatif
Naysila Sularso123,5,3/12/2024 15:35,"Gamenya bagus , chara nya bagus² , bansos nya juga melipah apalagi dapet chara b5 gratis gg asli beda kaya game sebelah mana bansosnya pelit bet namanya juga kikir impact , klo game ini emang the best lah👍🫰",Positif
Valkya Hariwangsa,5,3/6/2024 15:53,Asli seru sih story nya dan skill dr karakter²ny juga kece abiss yah meski banyak kekurangan ny sih tp itu g menutup aku berhenti main hsr,Positif
Bagas Wahyu,4,3/16/2024 0:37,Semua permainan isinya seru tapi masalah ada dengan story nya terlalu sedih dan kaku,Positif
Kasiari,5,3/9/2024 8:18,"Sangat menyenangkan,cocok, grafik nya bagus, karakter nya cakep",Positif
Rendy Aryandy,2,3/12/2024 17:51,"Untuk di perangkat poco x5 5g saya masih sering freeze ditengah permainan, tolong ditinjau",Negatif
ardi ansyah,5,3/13/2024 1:57,Aku main ini karena ada mas Blade😋. Akun ku baru saja aku login setelah tidak on 20 hari aku dikasih 2 b5 sekaligus terima kasih game baik.,Positif
Harmainis Harmainis,1,2/29/2024 6:36,"prcuma unduhan file nya bersar, tpi gak bsa msuk dlam game, gak rekomen lah buat yg blom instal game ini",Negatif
Duke Daffa,1,3/23/2024 7:08,"Gachanya sangat mengecewakan,sudah gacha sampai 100x tidak pernah dpt Hero bintang 5,hanya dpt Hero bintang 5 pas diawal doank hadeh😤",Negatif
Aninda Kirana Maheswari,1,3/2/2024 16:31,saya udh unggu lama pas udh main knp tiba² di suruh reset data lagi lama lgi nunggu ny ini kenapa ya?,Negatif
prabu prabu,2,3/9/2024 14:53,Buat jadi offline aja kalo begini multiplayer gak bisa jaringan 1 Mbps di bilang 999 ms,Negatif
Muhammad Azzykri,5,3/21/2024 9:53,grafik bagus banget dan untuk gameplay sangat mudah di pahami,Positif
Marsida Adzaky,4,3/9/2024 8:41,Tolong perbaiki bug dalam game dan story quest nya dibuat lebih menarik dan seru,Positif
Alfarizqi Syah,5,3/18/2024 1:04,Game nya bagus walau berat karena download datanya lumayan besar buat hp saya game nya seru dan dapat menghibur semua orang,Positif
SEVENID,4,3/22/2024 15:06,"Ini kenapa akun saya muncul tulisan too many request terus pas mau login 🥹🥹🥹, sebelumnya ngga loh",Positif
Putra Sang Pahlawan Banteng,5,3/2/2024 5:08,"Overall bagus, tapi turunin lah resolusi cutscenya, biar gak ngelag",Positif
wandi,4,2/28/2024 6:36,"Buat gua sih ok nih game, tapi data game nya lumayan besarr🥱🥱 selagi hp bisa nampung data nya🫠 kita gas install baee🥳🥳",Positif
Dhanu Thre Nurdianto,1,3/20/2024 20:52,"tiba"" ga bisa login dengan tulisan 'terlalu banyak permintaan'. tolong di perbaiki ya",Negatif
Fassa Nia,3,3/22/2024 16:05,"segini dulu yaa,pas loading screen slalu lah pdhl pas main biasa aja",Netral
Andika Hervano,4,2/26/2024 11:16,Saya baru download honkai star rail tapi saat saya sudah update/download data itu kok ga bisa masuk ya? Tolong mihoyo dijelaskan🙏,Positif
OF_The Adiyt01,3,3/15/2024 14:22,"Game sih bagus tapi kurangi donwload datanya, karena aku donwload datanya sampai 15 gb Data ku cepat habis",Netral
D. Ar,5,2/29/2024 9:29,Game story terbaik gameplay dan karakter sangat bagus saya suka gamenya ❤️,Positif
Tiya Zahra,3,3/16/2024 8:12,"Kecewaa, loadingnya lama gabisa dimainin padahal buat game lainn bisa",Netral
Meti Sutianti,1,3/5/2024 22:16,"Game ga bisa di pake, pas login ga keluar trus dengan sendirinya",Negatif
Lilis Jhang,2,3/8/2024 9:54,Ini kenapa ya aku error terus pas login😭 sinyal lancar aja padahal,Negatif
cristian fury,5,3/20/2024 13:53,Tolong dong lagi puasaa kenapa harus ada scene sedihnya sih apalgi background song nya mendukung banget lagi,Positif
Heni Widiyanti,4,3/14/2024 11:15,"aku kasih bintang 4 dulu,bintang 1 nya karena ngeleg terus,sama sering eror gitu ... Walaupun gitu ini bagus dan keren!",Positif
Yuwan Translation ユワン,5,2/8/2024 11:57,"Dear developer, Device saya samsung s23. Saya tidak bisa download versi terbaru. Mohon bantuannya",Positif
Nrclown.,5,12/27/2023 0:13,"itu yang katanya kendala masuk lama, masalah device aja itu. Overall ini game bgs, ya tipikal"" game gacha pada umumnya. Tapi ini mc nya buset smug amat makin suka. Humor nya juga masuk smua jadi ya ga serius"" amat main ni game. Mantapp dahh. Apalahi dr ratio free wangyhh wangyhshs",Positif
Khalid Muh Rafli,1,2/8/2024 6:08,"Dasar game gak bisa lompat, akun saya hilang padahal waktu mendaftar akun saya kasih daftar akun Google, pas saya lagin lagi akun Google saya eh akunnya hilang padahal udah lama main juga perjalanan udah jauh😡",Negatif
Gilang Permana,5,3/22/2024 12:20,"Terbaik, Visual keren dan lebih mudah memainkannya",Positif
Anak Orang,3,3/14/2024 6:43,Mohon di perbaiki hoyoverse ini terlalu banyak sekali bugnya tolong untuk mengurangi bug dalam game ini,Netral
